,article_name,country,region,article_quality,revision_id,population
1241,Svetozar Rittig,Croatia,SOUTHERN EUROPE,C,1078580605,3.8
1242,Vjekoslav Servatzy,Croatia,SOUTHERN EUROPE,Start,1085075271,3.8
1243,Ivan Vilibor Sinčić,Croatia,SOUTHERN EUROPE,Start,1107681809,3.8
1244,Tadija Smičiklas,Croatia,SOUTHERN EUROPE,C,1090985499,3.8
1245,Vjekoslav Spinčić,Croatia,SOUTHERN EUROPE,Start,1039143224,3.8
1246,Predrag Štromar,Croatia,SOUTHERN EUROPE,Start,1049187655,3.8
1247,Josip Juraj Strossmayer,Croatia,SOUTHERN EUROPE,C,1111376276,3.8
1248,Ante Šupuk,Croatia,SOUTHERN EUROPE,Start,1015900174,3.8
1249,Đuro Šurmin,Croatia,SOUTHERN EUROPE,Start,1031747692,3.8
1250,Ljudevit Vukotinović,Croatia,SOUTHERN EUROPE,Start,1081133614,3.8
1251,Dragan Vulin,Croatia,SOUTHERN EUROPE,Start,1031595837,3.8
1252,Lordan Zafranović,Croatia,SOUTHERN EUROPE,C,1112298171,3.8
1253,Savo Zlatić,Croatia,SOUTHERN EUROPE,C,1019059043,3.8
1254,Ante Županović,Croatia,SOUTHERN EUROPE,Stub,1014125709,3.8
1255,Daniel Kwele,Botswana,SOUTHERN AFRICA,Stub,1084843766,2.6
1256,Michael Dingake,Botswana,SOUTHERN AFRICA,Stub,1084856043,2.6
1257,James G. Haskins,Botswana,SOUTHERN AFRICA,Stub,1089282280,2.6
1258,Tshenolo Mabeo,Botswana,SOUTHERN AFRICA,Stub,1084860922,2.6
1259,Philip Matante,Botswana,SOUTHERN AFRICA,Stub,1084858391,2.6
1260,Gomolemo Motswaledi,Botswana,SOUTHERN AFRICA,Start,1092621711,2.6
1261,Motsamai Mpho,Botswana,SOUTHERN AFRICA,Stub,1056631444,2.6
1262,Sylvia Muzila,Botswana,SOUTHERN AFRICA,Start,1092977456,2.6
1263,Leetile Disang Raditladi,Botswana,SOUTHERN AFRICA,Start,1102718757,2.6
1264,Benjamin Thema,Botswana,SOUTHERN AFRICA,Stub,1089085673,2.6
1265,Patrick van Rensburg,Botswana,SOUTHERN AFRICA,Start,1113094894,2.6
1266,Maria de Lourdes Abadia,Brazil,SOUTH AMERICA,Stub,1111422727,214.8
1267,José de Abreu (politician),Brazil,SOUTH AMERICA,Stub,1097490839,214.8
1268,Rafael Tobias de Aguiar,Brazil,SOUTH AMERICA,Stub,1074741594,214.8
1269,Medeiros e Albuquerque,Brazil,SOUTH AMERICA,Start,1097328483,214.8
1270,Léo de Almeida Neves,Brazil,SOUTH AMERICA,Stub,1101145934,214.8
1271,Simão Almeida,Brazil,SOUTH AMERICA,Stub,1099633172,214.8
1272,Antônio Pinto Chichorro da Gama,Brazil,SOUTH AMERICA,Stub,1096806594,214.8
1273,Cipriano Barata,Brazil,SOUTH AMERICA,Start,1107774158,214.8
1274,Irani Barbosa,Brazil,SOUTH AMERICA,Stub,1101926106,214.8
1275,Jaison Barreto,Brazil,SOUTH AMERICA,Stub,1103547503,214.8
1276,Djalma Bastos de Morais,Brazil,SOUTH AMERICA,Stub,1106062579,214.8
1277,"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan",Brazil,SOUTH AMERICA,Stub,1086322080,214.8
1278,José Paulo Bisol,Brazil,SOUTH AMERICA,Start,1103547561,214.8
1279,Natália Bastos Bonavides,Brazil,SOUTH AMERICA,Stub,1110953316,214.8
1280,João Francisco Inácio Brazão,Brazil,SOUTH AMERICA,Stub,1094855099,214.8
1281,Amador Bueno,Brazil,SOUTH AMERICA,Start,1034472026,214.8
1282,Antônio Câmara,Brazil,SOUTH AMERICA,Stub,1099829944,214.8
1283,Luiz Humberto Carneiro,Brazil,SOUTH AMERICA,Start,1098842373,214.8
1284,Izolda Cela,Brazil,SOUTH AMERICA,C,1102485000,214.8
1285,Margarete Coelho,Brazil,SOUTH AMERICA,Stub,1103498671,214.8
1286,Ivandro Cunha Lima,Brazil,SOUTH AMERICA,Stub,1098295043,214.8
1287,João Cunha (politician),Brazil,SOUTH AMERICA,Stub,1100962574,214.8
1288,Aécio de Borba,Brazil,SOUTH AMERICA,Stub,1098281596,214.8
1289,José Abílio Silva de Santana,Brazil,SOUTH AMERICA,Stub,1112293020,214.8
1290,Alércio Dias,Brazil,SOUTH AMERICA,Stub,1101206546,214.8
1291,Délio dos Santos,Brazil,SOUTH AMERICA,Stub,1101206499,214.8
1292,Ademar Frederico Duwe,Brazil,SOUTH AMERICA,Stub,1098597920,214.8
1293,Elcione Zahluth Barbalho,Brazil,SOUTH AMERICA,Stub,1074736382,214.8
1294,"Gastão d'Escragnolle, Baron d'Escragnolle",Brazil,SOUTH AMERICA,Stub,1063661693,214.8
1295,Paulo Cesar Farias,Brazil,SOUTH AMERICA,Start,1065573695,214.8
1296,Emília Fernandes,Brazil,SOUTH AMERICA,Start,1078521692,214.8
1297,José Carlos da Silva Mayrink Ferrão,Brazil,SOUTH AMERICA,Start,1085435249,214.8
1298,Dalva Figueiredo,Brazil,SOUTH AMERICA,Stub,1087607148,214.8
1299,Francisco Julião,Brazil,SOUTH AMERICA,Stub,1035689740,214.8
1300,Jofran Frejat,Brazil,SOUTH AMERICA,Stub,1102181607,214.8
1301,Edmundo Galdino,Brazil,SOUTH AMERICA,Stub,1112253425,214.8
1302,Joaquim Gomes de Souza,Brazil,SOUTH AMERICA,Start,1069184517,214.8
1303,Abdul Hamid Sebba,Brazil,SOUTH AMERICA,Stub,1111084208,214.8
1304,Jutahy Júnior,Brazil,SOUTH AMERICA,Stub,983207788,214.8
1305,Joaquim Gonçalves Ledo,Brazil,SOUTH AMERICA,C,1071023786,214.8
1306,Antônio Leite Andrade,Brazil,SOUTH AMERICA,Stub,1101206516,214.8
1307,Alceste Madeira,Brazil,SOUTH AMERICA,Stub,1099410153,214.8
1308,Beto Mansur,Brazil,SOUTH AMERICA,Stub,1113576505,214.8
1309,Horácio de Matos,Brazil,SOUTH AMERICA,Stub,1088164926,214.8
1310,Sandra Meira Starling,Brazil,SOUTH AMERICA,Stub,1099835037,214.8
1311,Gerardo Melo Mourão,Brazil,SOUTH AMERICA,Start,1098005745,214.8
1312,Guilherme Melo (politician),Brazil,SOUTH AMERICA,Start,1099445119,214.8
1313,Murilo Melo Filho,Brazil,SOUTH AMERICA,Stub,1102568805,214.8
1314,Cândido Mendes de Almeida,Brazil,SOUTH AMERICA,Start,1097155280,214.8
1315,Gilmar Mendes,Brazil,SOUTH AMERICA,C,1106136142,214.8
1316,Edmur Mesquita,Brazil,SOUTH AMERICA,Stub,1094838035,214.8
1317,Miguel Couto,Brazil,SOUTH AMERICA,Start,1035994107,214.8
1318,Claudio Modesto,Brazil,SOUTH AMERICA,Start,994272220,214.8
1319,Armando Monteiro (politician),Brazil,SOUTH AMERICA,Stub,1098295517,214.8
1320,Carlos Eduardo Moreira Ferreira,Brazil,SOUTH AMERICA,Stub,1087824575,214.8
1321,Pedro Soares Muñoz,Brazil,SOUTH AMERICA,Stub,1096764969,214.8
1322,Dora Nascimento,Brazil,SOUTH AMERICA,Stub,1028740301,214.8
1323,Carlos Neder,Brazil,SOUTH AMERICA,Stub,1102908883,214.8
1324,Domingos Gomes de Aguiar Neto,Brazil,SOUTH AMERICA,Start,1109245420,214.8
1325,"Manuel Luís Osório, Marquis of Erval",Brazil,SOUTH AMERICA,C,1110318599,214.8
1326,Hildebrando Pascoal,Brazil,SOUTH AMERICA,Start,1088472912,214.8
1327,Astrojildo Pereira,Brazil,SOUTH AMERICA,Stub,1083304045,214.8
1328,Joaquim Alvaro Pereira Leite,Brazil,SOUTH AMERICA,Stub,1114125901,214.8
1329,Jorge Picciani,Brazil,SOUTH AMERICA,Start,1099308847,214.8
1330,Francisco José Pinheiro,Brazil,SOUTH AMERICA,Start,1089344947,214.8
1331,Mario Pinotti,Brazil,SOUTH AMERICA,C,1033871516,214.8
1332,Henrique Pizzolato,Brazil,SOUTH AMERICA,Start,940662779,214.8
1333,Plínio de Arruda Sampaio Jr.,Brazil,SOUTH AMERICA,C,1100471665,214.8
1334,Irondi Pugliesi,Brazil,SOUTH AMERICA,Stub,1111085644,214.8
1335,Eusébio de Queirós,Brazil,SOUTH AMERICA,C,1091204382,214.8
1336,Ratinho (TV presenter),Brazil,SOUTH AMERICA,Start,1114298116,214.8
1337,Marco Antonio Raupp,Brazil,SOUTH AMERICA,Start,1098664390,214.8
1338,Robert Rey (plastic surgeon),Brazil,SOUTH AMERICA,C,1112518148,214.8
1339,Ary Rigo,Brazil,SOUTH AMERICA,Stub,1100211750,214.8
1340,Antônio Ricardo dos Santos,Brazil,SOUTH AMERICA,Start,1028742803,214.8
1341,Euclides Scalco,Brazil,SOUTH AMERICA,Stub,1101357504,214.8
1342,Aldo Schneider,Brazil,SOUTH AMERICA,Stub,1092981443,214.8
1343,Augusto Severo de Albuquerque Maranhão,Brazil,SOUTH AMERICA,Stub,1033155129,214.8
1344,"José Manuel da Silva, Baron of Tietê",Brazil,SOUTH AMERICA,Stub,1094131544,214.8
1345,Fabiano Silveira,Brazil,SOUTH AMERICA,Start,1097157218,214.8
1346,Jose de Sousa Campos,Brazil,SOUTH AMERICA,Stub,1015210781,214.8
1347,"Irineu Evangelista de Sousa, Viscount of Mauá",Brazil,SOUTH AMERICA,C,1095667959,214.8
1348,"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",Brazil,SOUTH AMERICA,Start,1097159430,214.8
1349,Aureliano Cândido Tavares Bastos,Brazil,SOUTH AMERICA,Start,1001957115,214.8
1350,Juarez Távora (general),Brazil,SOUTH AMERICA,C,1094239935,214.8
1351,"Antônio de Queirós Teles, Baron of Jundiaí",Brazil,SOUTH AMERICA,Stub,1014343460,214.8
1352,Evaristo da Veiga,Brazil,SOUTH AMERICA,Stub,1106429833,214.8
1353,Luís Viana Neto,Brazil,SOUTH AMERICA,Start,1097160637,214.8
1354,André Zacharow,Brazil,SOUTH AMERICA,Stub,1103029055,214.8
1355,Aleksandar Alekov,Bulgaria,EASTERN EUROPE,Start,1106388347,6.8
1356,Anyu Angelov,Bulgaria,EASTERN EUROPE,Start,1109005189,6.8
1357,Dolores Arsenova,Bulgaria,EASTERN EUROPE,C,994730790,6.8
1358,Atanas Atanasov (politician),Bulgaria,EASTERN EUROPE,Start,1102528583,6.8
1359,Hristo Atanassov,Bulgaria,EASTERN EUROPE,Start,1076172488,6.8
1360,Jonas Basanavičius,Bulgaria,EASTERN EUROPE,FA,1111267587,6.8
1361,Alexander Bogoridi,Bulgaria,EASTERN EUROPE,Start,1114426710,6.8
1362,Vasil Chichibaba,Bulgaria,EASTERN EUROPE,Start,969578159,6.8
1363,Vladimir Damgov,Bulgaria,EASTERN EUROPE,Start,1086786118,6.8
1364,Ivan Dimov (scientist),Bulgaria,EASTERN EUROPE,C,931453017,6.8
1365,Valentin Fortunov,Bulgaria,EASTERN EUROPE,Start,1032125290,6.8
1366,Kristalina Georgieva,Bulgaria,EASTERN EUROPE,GA,1113225688,6.8
1367,Ivancho Hadzhipenchovich,Bulgaria,EASTERN EUROPE,Start,1029652571,6.8
1368,Aleksi Ivanov,Bulgaria,EASTERN EUROPE,Start,1105069303,6.8
1369,Georgi Ivanov (mayor),Bulgaria,EASTERN EUROPE,Stub,937372283,6.8
1370,Ljubica Ivošević Dimitrov,Bulgaria,EASTERN EUROPE,Start,1070575609,6.8
1371,Grozdan Karadzhov,Bulgaria,EASTERN EUROPE,Start,1066070185,6.8
1372,Vladimir Karolev,Bulgaria,EASTERN EUROPE,Start,1099282655,6.8
1373,Georgi Kirkov,Bulgaria,EASTERN EUROPE,Stub,1005695384,6.8
1374,Spiro Kitinchev,Bulgaria,EASTERN EUROPE,C,1063738922,6.8
1375,Kalina Konstantinova,Bulgaria,EASTERN EUROPE,Stub,1104793980,6.8
1376,Kostadin Kostadinov (professor),Bulgaria,EASTERN EUROPE,Start,1110428529,6.8
1377,Gavril Krastevich,Bulgaria,EASTERN EUROPE,Stub,1081400175,6.8
1378,Nikola Lazarov,Bulgaria,EASTERN EUROPE,B,1055871409,6.8
1379,Ivan Marazov,Bulgaria,EASTERN EUROPE,Stub,917237234,6.8
1380,Venko Markovski,Bulgaria,EASTERN EUROPE,C,1114988749,6.8
1381,Sebihan Mehmed,Bulgaria,EASTERN EUROPE,Stub,1092778647,6.8
1382,Ilian Mihov,Bulgaria,EASTERN EUROPE,Start,1114357808,6.8
1383,Nikola Minchev,Bulgaria,EASTERN EUROPE,Start,1114820940,6.8
1384,Plamen Panayotov,Bulgaria,EASTERN EUROPE,Stub,1096862893,6.8
1385,Vladislav Panev,Bulgaria,EASTERN EUROPE,Stub,1054474125,6.8
1386,Asparuh Panov,Bulgaria,EASTERN EUROPE,Stub,1022365931,6.8
1387,Daniel Panov,Bulgaria,EASTERN EUROPE,Start,1077856970,6.8
1388,Aleksandar Paunov,Bulgaria,EASTERN EUROPE,Stub,1003790540,6.8
1389,Kiril Petkov,Bulgaria,EASTERN EUROPE,GA,1114126346,6.8
1390,Ivan Stanchov,Bulgaria,EASTERN EUROPE,Stub,1100259796,6.8
1391,Hristiana Todorova,Bulgaria,EASTERN EUROPE,Start,1097213735,6.8
1392,Borislav Tsekov,Bulgaria,EASTERN EUROPE,Start,1098837966,6.8
1393,Tsvetko Boboshevski,Bulgaria,EASTERN EUROPE,Stub,1013781277,6.8
1394,Velko Valkanov,Bulgaria,EASTERN EUROPE,Stub,1060696696,6.8
1395,Ventsislav Varbanov,Bulgaria,EASTERN EUROPE,Stub,1108228084,6.8
1396,Damyan Velchev,Bulgaria,EASTERN EUROPE,Stub,1104678360,6.8
1397,Svetoslav Vitkov,Bulgaria,EASTERN EUROPE,Start,1088561141,6.8
1398,Mincho Yovchev,Bulgaria,EASTERN EUROPE,Stub,1101186643,6.8
1399,Martin Zaimov,Bulgaria,EASTERN EUROPE,Start,1083075073,6.8
1400,Dragomir Zakov,Bulgaria,EASTERN EUROPE,Start,1112779696,6.8
1401,Nayden Zelenogorski,Bulgaria,EASTERN EUROPE,Stub,1088342299,6.8
1402,Boureima Badini,Burkina Faso,WESTERN AFRICA,Start,1066047125,22.7
1403,Blaise Bassoleth,Burkina Faso,WESTERN AFRICA,Stub,1050043776,22.7
1404,Nazi Boni,Burkina Faso,WESTERN AFRICA,Start,1076793254,22.7
1405,François Compaoré,Burkina Faso,WESTERN AFRICA,Start,1108463297,22.7
1406,Daniel Ouezzin Coulibaly,Burkina Faso,WESTERN AFRICA,Stub,918075025,22.7
1407,Toubé Clément Dakio,Burkina Faso,WESTERN AFRICA,Stub,1053333514,22.7
1408,Elise Foniyama Thiombioano Ilboudo,Burkina Faso,WESTERN AFRICA,Stub,1062255717,22.7
1409,Frédéric Guirma,Burkina Faso,WESTERN AFRICA,Stub,1053332359,22.7
1410,Emile Ilboudo,Burkina Faso,WESTERN AFRICA,Stub,1053332274,22.7
1411,Zinda Kaboré,Burkina Faso,WESTERN AFRICA,Stub,1050917887,22.7
1412,Christophe Kalenzaga,Burkina Faso,WESTERN AFRICA,Start,951757578,22.7
1413,Joséphine Ki-Zerbo,Burkina Faso,WESTERN AFRICA,Stub,1108677667,22.7
1414,Begnon-Damien Kone,Burkina Faso,WESTERN AFRICA,Stub,1026369404,22.7
1415,Kouamé Lougué,Burkina Faso,WESTERN AFRICA,Stub,1066098405,22.7
1416,Jean-Baptiste Natama,Burkina Faso,WESTERN AFRICA,Stub,1115090605,22.7
1417,Jean-Baptiste Ouédraogo,Burkina Faso,WESTERN AFRICA,FA,1105203937,22.7
1418,Mamadou Ouédraogo,Burkina Faso,WESTERN AFRICA,Stub,1021835192,22.7
1419,Pargui Emile Paré,Burkina Faso,WESTERN AFRICA,Stub,1109114806,22.7
1420,Filippe Savadogo,Burkina Faso,WESTERN AFRICA,Stub,1099231025,22.7
1421,Nouhoun Sigue,Burkina Faso,WESTERN AFRICA,Stub,1053333064,22.7
1422,Diongolo Traore,Burkina Faso,WESTERN AFRICA,Stub,861250146,22.7
1423,Maurice Yaméogo,Burkina Faso,WESTERN AFRICA,FA,1105869651,22.7
1424,Saye Zerbo,Burkina Faso,WESTERN AFRICA,Start,1067927039,22.7
1425,Domine Banyankimbona,Burundi,EASTERN AFRICA,Stub,1069455389,12.9
1426,Joseph Biroli,Burundi,EASTERN AFRICA,GA,1091158074,12.9
1427,Joseph Butore,Burundi,EASTERN AFRICA,Stub,1021128901,12.9
1428,Joseph Cimpaye,Burundi,EASTERN AFRICA,C,1080421208,12.9
1429,Edouard Nduwimana,Burundi,EASTERN AFRICA,Stub,1032468586,12.9
1430,Gervais Nyangoma,Burundi,EASTERN AFRICA,Start,1080903489,12.9
1431,Aimée Kanyana,Burundi,EASTERN AFRICA,Stub,1032854364,12.9
1432,Gérard Mfuranzima,Burundi,EASTERN AFRICA,Start,1059652996,12.9
1433,Alain Mutabazi,Burundi,EASTERN AFRICA,Stub,1042900537,12.9
1434,Cyrille Ndayirukiye,Burundi,EASTERN AFRICA,Stub,1099827364,12.9
1435,Révérien Ndikuriyo,Burundi,EASTERN AFRICA,Start,1105613739,12.9
1436,Eustache Ngabisha,Burundi,EASTERN AFRICA,Start,1096057884,12.9
1437,Léonce Ngendakumana,Burundi,EASTERN AFRICA,Stub,956640760,12.9
1438,Marie Chantal Nijimbere,Burundi,EASTERN AFRICA,Start,1081391171,12.9
1439,Tharcisse Niyongabo,Burundi,EASTERN AFRICA,Stub,1040979617,12.9
1440,Gabriel Nizigama,Burundi,EASTERN AFRICA,Stub,1017380720,12.9
1441,Ancilla Ntakaburimvo,Burundi,EASTERN AFRICA,Stub,1038438954,12.9
1442,Jean-Baptiste Ntidendereza,Burundi,EASTERN AFRICA,C,1091156761,12.9
1443,Ririkumutima,Burundi,EASTERN AFRICA,Start,1103261297,12.9
1444,Agathon Rwasa,Burundi,EASTERN AFRICA,Start,1089496637,12.9
1445,Imelde Sabushimike,Burundi,EASTERN AFRICA,Start,1046251467,12.9
1446,Albert Shingiro,Burundi,EASTERN AFRICA,Start,1088693789,12.9
1447,Cyriaque Simbizi,Burundi,EASTERN AFRICA,Start,1080578027,12.9
1448,Alexis Sinduhije,Burundi,EASTERN AFRICA,GA,1092395127,12.9
1449,Ang Vong Vathana,Cambodia,SOUTHEAST ASIA,Stub,1106363571,16.8
1450,Bun Chanmol,Cambodia,SOUTHEAST ASIA,C,1109177249,16.8
1451,Chem Snguon,Cambodia,SOUTHEAST ASIA,Stub,1059573671,16.8
1452,Chhan Sokhom,Cambodia,SOUTHEAST ASIA,Stub,1059573770,16.8
1453,Chuon Saodi,Cambodia,SOUTHEAST ASIA,Stub,1059573024,16.8
1454,Duong Sam Ol,Cambodia,SOUTHEAST ASIA,Stub,1094852239,16.8
1455,Ieu Koeus,Cambodia,SOUTHEAST ASIA,Stub,1107109489,16.8
1456,Khem Veasna,Cambodia,SOUTHEAST ASIA,Start,1109114751,16.8
1457,Kou Roun,Cambodia,SOUTHEAST ASIA,Stub,1059572876,16.8
1458,Daran Kravanh,Cambodia,SOUTHEAST ASIA,Stub,1096672232,16.8
1459,Lon Nil,Cambodia,SOUTHEAST ASIA,Start,1059582440,16.8
1460,Ly Khvan Pan,Cambodia,SOUTHEAST ASIA,Stub,1059572637,16.8
1461,Mao Ayuth,Cambodia,SOUTHEAST ASIA,C,1099980718,16.8
1462,Neav Sithong,Cambodia,SOUTHEAST ASIA,Stub,1059563159,16.8
1463,Ngoun Chhay Kry,Cambodia,SOUTHEAST ASIA,Stub,1059567048,16.8
1464,Norodom Norindeth,Cambodia,SOUTHEAST ASIA,Start,1097718042,16.8
1465,Norodom Phurissara,Cambodia,SOUTHEAST ASIA,Start,1059276168,16.8
1466,Oung Ouen,Cambodia,SOUTHEAST ASIA,Stub,1079121769,16.8
1467,Phlek Chhat,Cambodia,SOUTHEAST ASIA,Stub,1059566416,16.8
1468,Ponn Vongs Vaddey,Cambodia,SOUTHEAST ASIA,Stub,1059574324,16.8
1469,Say Phouthang,Cambodia,SOUTHEAST ASIA,Stub,1059582575,16.8
1470,Sisowath Youtevong,Cambodia,SOUTHEAST ASIA,Start,1107113292,16.8
1471,So Nem,Cambodia,SOUTHEAST ASIA,Stub,1111929288,16.8
1472,Tep Hun,Cambodia,SOUTHEAST ASIA,Stub,1081916038,16.8
1473,Tep Phan,Cambodia,SOUTHEAST ASIA,Stub,1059565834,16.8
1474,Thiounn,Cambodia,SOUTHEAST ASIA,GA,1108028340,16.8
1475,Touch Kim,Cambodia,SOUTHEAST ASIA,Stub,1068185468,16.8
1476,Truong Cang,Cambodia,SOUTHEAST ASIA,Start,1067944733,16.8
1477,Tuot Saron,Cambodia,SOUTHEAST ASIA,Start,1059582752,16.8
1478,Uch Ven,Cambodia,SOUTHEAST ASIA,Stub,1059582941,16.8
1479,Uk Vithun,Cambodia,SOUTHEAST ASIA,Stub,1064744142,16.8
1480,Ung Hong Sath,Cambodia,SOUTHEAST ASIA,Stub,1094819140,16.8
1481,Veng Sakhon,Cambodia,SOUTHEAST ASIA,Stub,1114970454,16.8
1482,Yat Hwaidi,Cambodia,SOUTHEAST ASIA,Stub,1081234427,16.8
1483,Yat Hwaidi,Thailand,SOUTHEAST ASIA,Stub,1081234427,66.8
1484,Akanat Promphan,Thailand,SOUTHEAST ASIA,Start,1102141395,66.8
1485,Borwornsak Uwanno,Thailand,SOUTHEAST ASIA,C,1100021618,66.8
1486,Chada Thaiseth,Thailand,SOUTHEAST ASIA,Stub,1067189659,66.8
1487,Charoen Suepsaeng,Thailand,SOUTHEAST ASIA,Stub,1106944464,66.8
1488,Chatchawal Kong-udom,Thailand,SOUTHEAST ASIA,Stub,1067181115,66.8
1489,Chob Yodkaew,Thailand,SOUTHEAST ASIA,Stub,1067190492,66.8
1490,Chonlanan Srikaew,Thailand,SOUTHEAST ASIA,Start,1115166646,66.8
1491,Chuwit Chitsakul,Thailand,SOUTHEAST ASIA,Start,1067190867,66.8
1492,Hangthong Thammawattana,Thailand,SOUTHEAST ASIA,C,1099504450,66.8
1493,Khrong Chandawong,Thailand,SOUTHEAST ASIA,C,1064263898,66.8
1494,Pallop Pinmanee,Thailand,SOUTHEAST ASIA,C,1112468667,66.8
1495,Phayom Chulanont,Thailand,SOUTHEAST ASIA,Start,1059748987,66.8
1496,Pita Limjaroenrat,Thailand,SOUTHEAST ASIA,C,1067174860,66.8
1497,Piyabutr Saengkanokkul,Thailand,SOUTHEAST ASIA,Start,1093503992,66.8
1498,Phraya Ratsadanupradit Mahitsaraphakdi,Thailand,SOUTHEAST ASIA,Stub,1110844684,66.8
1499,Samak Jalikula,Thailand,SOUTHEAST ASIA,Stub,1102491662,66.8
1500,Sang Phathanothai,Thailand,SOUTHEAST ASIA,Start,1063962752,66.8
1501,Sereepisuth Temeeyaves,Thailand,SOUTHEAST ASIA,C,1110915859,66.8
1502,Sodsai Rungphothong,Thailand,SOUTHEAST ASIA,Stub,1064264189,66.8
1503,Sophon Suphapong,Thailand,SOUTHEAST ASIA,Stub,1056597902,66.8
1504,Surangkana Wayuparb,Thailand,SOUTHEAST ASIA,C,1059397645,66.8
1505,Teerakiat Jaroensettasin,Thailand,SOUTHEAST ASIA,Stub,1110929522,66.8
1506,Thamanat Prompow,Thailand,SOUTHEAST ASIA,C,1108412672,66.8
1507,Thanathorn Juangroongruangkit,Thailand,SOUTHEAST ASIA,GA,1114394512,66.8
1508,Tiang Sirikhanth,Thailand,SOUTHEAST ASIA,Start,1074937608,66.8
1509,Vichien Khaokham,Thailand,SOUTHEAST ASIA,Stub,1076752543,66.8
1510,Luang Wichitwathakan,Thailand,SOUTHEAST ASIA,C,1112401497,66.8
1511,Vincent de Paul Ahanda,Cameroon,MIDDLE AFRICA,Stub,1083376451,27.9
1512,Lawrence Fonka Shang,Cameroon,MIDDLE AFRICA,Stub,1041211681,27.9
1513,Victor Fotso,Cameroon,MIDDLE AFRICA,Stub,1102345166,27.9
1514,Séraphin Magloire Fouda,Cameroon,MIDDLE AFRICA,Stub,1009662257,27.9
1515,Njomgang Isaac,Cameroon,MIDDLE AFRICA,Start,1108440685,27.9
1516,Augustine Ngom Jua,Cameroon,MIDDLE AFRICA,Start,1040317165,27.9
1517,Pierre Kotouo,Cameroon,MIDDLE AFRICA,Stub,948427004,27.9
1518,Ibrahim Mbombo Njoya,Cameroon,MIDDLE AFRICA,Start,1112559227,27.9
1519,Ousmane Mey,Cameroon,MIDDLE AFRICA,Start,1017007525,27.9
1520,Victor Mukete,Cameroon,MIDDLE AFRICA,Start,1098691243,27.9
1521,Bernard Muna,Cameroon,MIDDLE AFRICA,Start,1108720863,27.9
1522,Pierre Ngayewang,Cameroon,MIDDLE AFRICA,Stub,1015516439,27.9
1523,John Ebong Ngole,Cameroon,MIDDLE AFRICA,Stub,1108422427,27.9
1524,Victor Anomah Ngu,Cameroon,MIDDLE AFRICA,Start,1112931112,27.9
1525,Dorothy L. Njeuma,Cameroon,MIDDLE AFRICA,Start,1067488532,27.9
1526,Bernard Njonga,Cameroon,MIDDLE AFRICA,Stub,1098278415,27.9
1527,Arouna N'Joya,Cameroon,MIDDLE AFRICA,Stub,1021209755,27.9
1528,Edouard Nomo-Ongolo,Cameroon,MIDDLE AFRICA,Stub,1115394556,27.9
1529,Antoine Ntsimi,Cameroon,MIDDLE AFRICA,C,1021211954,27.9
1530,André Ngongang Ouandji,Cameroon,MIDDLE AFRICA,Stub,1021209594,27.9
1531,Paul Pondi,Cameroon,MIDDLE AFRICA,C,1021211934,27.9
1532,Félix Sabal Lecco (politician),Cameroon,MIDDLE AFRICA,C,1051804573,27.9
1533,François Sengat-Kuo,Cameroon,MIDDLE AFRICA,Stub,1021210005,27.9
1534,Félix Tonye Mbog,Cameroon,MIDDLE AFRICA,Start,1097564213,27.9
1535,Kah Walla,Cameroon,MIDDLE AFRICA,GA,1092436663,27.9
1536,José Manuel Gomes Andrade,Cape Verde,WESTERN AFRICA,Stub,1081053284,0.6
1537,Honório Barreto,Cape Verde,WESTERN AFRICA,Start,973826987,0.6
1538,Fernando Elísio Freire,Cape Verde,WESTERN AFRICA,Start,1069455161,0.6
1539,Pedro Fernandes Lopes,Cape Verde,WESTERN AFRICA,C,1084646808,0.6
1540,Paulo Rocha (Cape Verde politician),Cape Verde,WESTERN AFRICA,Stub,1093958730,0.6
1541,Arlindo do Rosário,Cape Verde,WESTERN AFRICA,Stub,1101613422,0.6
1542,Gilberto Correia Carvalho Silva,Cape Verde,WESTERN AFRICA,Stub,1101613548,0.6
1543,Luís Filipe Tavares,Cape Verde,WESTERN AFRICA,Start,1065001801,0.6
1544,Carlos de Vasconcelos,Cape Verde,WESTERN AFRICA,Start,1093959761,0.6
1545,Abraão Vicente,Cape Verde,WESTERN AFRICA,Stub,1059495714,0.6
1546,Alexandre Banza,Central African Republic,MIDDLE AFRICA,GA,1112157049,5.6
1547,Jean-Bédel Bokassa,Central African Republic,MIDDLE AFRICA,GA,1113784938,5.6
1548,Antoine Darlan,Central African Republic,MIDDLE AFRICA,C,1070323425,5.6
1549,Georges Darlan,Central African Republic,MIDDLE AFRICA,C,1090255799,5.6
1550,Catherine Denguiadé,Central African Republic,MIDDLE AFRICA,Start,1113661673,5.6
1551,Henri-Marie Dondra,Central African Republic,MIDDLE AFRICA,Stub,1112811274,5.6
1552,Saif Durbar,Central African Republic,MIDDLE AFRICA,C,1033150087,5.6
1553,Hassan Al Habib,Central African Republic,MIDDLE AFRICA,Stub,988829581,5.6
1554,Rodolphe Iddi Lala,Central African Republic,MIDDLE AFRICA,C,1115556145,5.6
1555,Désiré Kolingba,Central African Republic,MIDDLE AFRICA,Stub,1100414331,5.6
1556,Karim Meckassoua,Central African Republic,MIDDLE AFRICA,Stub,1042724644,5.6
