,article_name,country,region,article_quality,revision_id,population
5856,Gopal Kumar Basnet,Nepal,SOUTH ASIA,Stub,1095758526,30.9
5857,Dhokal Singh Basnyat,Nepal,SOUTH ASIA,Stub,1047820675,30.9
5858,Chakra Prasad Bastola,Nepal,SOUTH ASIA,C,1111480619,30.9
5859,Rupchandra Bista,Nepal,SOUTH ASIA,Stub,1052265659,30.9
5860,Gagan Singh Bhandari,Nepal,SOUTH ASIA,Start,1105250576,30.9
5861,Rajendra Laxmi Gaire,Nepal,SOUTH ASIA,Stub,1095759265,30.9
5862,Umesh Prasad Giri,Nepal,SOUTH ASIA,Stub,1009406646,30.9
5863,Harka Gurung,Nepal,SOUTH ASIA,Start,1106745635,30.9
5864,Ram Chandra Jha,Nepal,SOUTH ASIA,Start,1093324671,30.9
5865,Prem Bahadur Kansakar,Nepal,SOUTH ASIA,C,1076071925,30.9
5866,Ratneshwar Lal Kayastha,Nepal,SOUTH ASIA,Start,1102776133,30.9
5867,Rajanra KC,Nepal,SOUTH ASIA,Stub,1060501973,30.9
5868,Keshav Sthapit,Nepal,SOUTH ASIA,Start,1109551794,30.9
5869,Bishal Khadka,Nepal,SOUTH ASIA,Stub,1106387853,30.9
5870,Devi Khadka,Nepal,SOUTH ASIA,Start,1092210188,30.9
5871,Yadunath Khanal,Nepal,SOUTH ASIA,Start,1078215877,30.9
5872,Gore Bahadur Khapangi,Nepal,SOUTH ASIA,Stub,1113100136,30.9
5873,Krishna Chandra Nepali Pokharel,Nepal,SOUTH ASIA,C,1102403611,30.9
5874,Chiri Babu Maharjan,Nepal,SOUTH ASIA,C,1113666190,30.9
5875,Mahendra Bahadur Bista,Nepal,SOUTH ASIA,Stub,1077128101,30.9
5876,Gajraj Mishra,Nepal,SOUTH ASIA,Start,1106167914,30.9
5877,Pande family,Nepal,SOUTH ASIA,FA,1111670930,30.9
5878,Ganesh Pandey,Nepal,SOUTH ASIA,C,1085614813,30.9
5879,Leela Mani Paudyal,Nepal,SOUTH ASIA,C,1109590767,30.9
5880,Bidhyanath Pokhrel,Nepal,SOUTH ASIA,Stub,1060504380,30.9
5881,Radhika Tamang,Nepal,SOUTH ASIA,Stub,1105498973,30.9
5882,Laxman Rajbanshi,Nepal,SOUTH ASIA,Stub,1092220542,30.9
5883,Bharat Shumsher Jung Bahadur Rana,Nepal,SOUTH ASIA,Stub,1080440808,30.9
5884,Dhir Shumsher Rana,Nepal,SOUTH ASIA,FA,1113536460,30.9
5885,Diamond Shumsher Rana,Nepal,SOUTH ASIA,Stub,1101086758,30.9
5886,Kali Bahadur Sahakri,Nepal,SOUTH ASIA,Stub,1060541259,30.9
5887,Balen Shah,Nepal,SOUTH ASIA,C,1115559130,30.9
5888,Bam Shah,Nepal,SOUTH ASIA,Start,1107329363,30.9
5889,Bishnu Pratap Shah,Nepal,SOUTH ASIA,C,1113191068,30.9
5890,Jeevan Bahadur Shahi,Nepal,SOUTH ASIA,Start,1113167809,30.9
5891,Shukraraj Shastri,Nepal,SOUTH ASIA,C,1096679892,30.9
5892,Sonam Gyalchhen Sherpa,Nepal,SOUTH ASIA,Stub,1095759552,30.9
5893,Motidevi Shrestha,Nepal,SOUTH ASIA,Stub,1069184655,30.9
5894,Khadga Man Singh,Nepal,SOUTH ASIA,Stub,1080640494,30.9
5895,Sanu Siva,Nepal,SOUTH ASIA,Stub,1106065582,30.9
5896,Bhuwan Bahadur Sunar,Nepal,SOUTH ASIA,Stub,1095758222,30.9
5897,Surya Raj Acharya,Nepal,SOUTH ASIA,Start,1111084487,30.9
5898,Thapa dynasty,Nepal,SOUTH ASIA,GA,1102589358,30.9
5899,Ranabir Singh Thapa,Nepal,SOUTH ASIA,GA,1083766451,30.9
5900,Goma Devi Timilsina,Nepal,SOUTH ASIA,Stub,1095758525,30.9
5901,Vrajanath Poudyal,Nepal,SOUTH ASIA,Start,1109814259,30.9
5902,Dharma Ratna Yami,Nepal,SOUTH ASIA,C,1113442912,30.9
5903,Grace Schneiders-Howard,Suriname,SOUTH AMERICA,GA,1095800611,0.6
5904,Ashwin Adhin,Suriname,SOUTH AMERICA,C,1110227052,0.6
5905,Caprino Alendy,Suriname,SOUTH AMERICA,Start,1046386920,0.6
5906,Marinus Bee,Suriname,SOUTH AMERICA,Start,1044261887,0.6
5907,Johannes Brons,Suriname,SOUTH AMERICA,Start,1061430025,0.6
5908,Angelic Alihusain-del Castilho,Suriname,SOUTH AMERICA,Start,972745173,0.6
5909,Johannes Cateau van Rosevelt,Suriname,SOUTH AMERICA,Start,1074119308,0.6
5910,Fred Derby,Suriname,SOUTH AMERICA,Start,1109371785,0.6
5911,Rashied Doekhi,Suriname,SOUTH AMERICA,C,1105642607,0.6
5912,David George Findlay,Suriname,SOUTH AMERICA,Start,1100754018,0.6
5913,Olton van Genderen,Suriname,SOUTH AMERICA,C,1061719983,0.6
5914,Salikin Hardjo,Suriname,SOUTH AMERICA,Start,1068851430,0.6
5915,George Hindori,Suriname,SOUTH AMERICA,Start,1087130117,0.6
5916,Theo Jubitana,Suriname,SOUTH AMERICA,C,1098812478,0.6
5917,Sylvia Kajoeramari,Suriname,SOUTH AMERICA,Start,1112727480,0.6
5918,Krishna Mathoera,Suriname,SOUTH AMERICA,Start,1110192935,0.6
5919,Amar Ramadhin,Suriname,SOUTH AMERICA,Stub,1007146722,0.6
5920,Sewraam Rambaran Mishre,Suriname,SOUTH AMERICA,Start,1110193614,0.6
5921,Willy Soemita,Suriname,SOUTH AMERICA,Start,1114207932,0.6
5922,Wim Bos Verschuur,Suriname,SOUTH AMERICA,C,1096953822,0.6
5923,Saskia Walden,Suriname,SOUTH AMERICA,Start,1112304854,0.6
5924,Grace Watamaleo,Suriname,SOUTH AMERICA,Start,1112727543,0.6
5925,Jozef Weidmann,Suriname,SOUTH AMERICA,C,1037459272,0.6
5926,Guillermo Arce Castaño,Nicaragua,CENTRAL AMERICA,Stub,1112499974,6.7
5927,Oscar Danilo Blandón,Nicaragua,CENTRAL AMERICA,Start,1113478079,6.7
5928,José Francisco Cardenal,Nicaragua,CENTRAL AMERICA,Start,1017388553,6.7
5929,Pedro Joaquín Chamorro Barrios,Nicaragua,CENTRAL AMERICA,C,1111610717,6.7
5930,Juan Sebastián Chamorro,Nicaragua,CENTRAL AMERICA,C,1108120275,6.7
5931,Edipcia Dubón,Nicaragua,CENTRAL AMERICA,Stub,1053055741,6.7
5932,Luis Fley,Nicaragua,CENTRAL AMERICA,Start,1108120436,6.7
5933,George Henriquez,Nicaragua,CENTRAL AMERICA,C,1108120156,6.7
5934,Antonio Lacayo,Nicaragua,CENTRAL AMERICA,Start,1059108508,6.7
5935,Miguel Larreynaga,Nicaragua,CENTRAL AMERICA,Stub,1104594869,6.7
5936,Félix Maradiaga,Nicaragua,CENTRAL AMERICA,C,1071598737,6.7
5937,Paul Oquist,Nicaragua,CENTRAL AMERICA,Start,1098836735,6.7
5938,Maximino Rodríguez Martínez,Nicaragua,CENTRAL AMERICA,Stub,1076166578,6.7
5939,Marou Amadou,Niger,WESTERN AFRICA,Stub,1008239441,26.2
5940,Oumar Ba,Niger,WESTERN AFRICA,Stub,1034543452,26.2
5941,Alidou Barkire,Niger,WESTERN AFRICA,Stub,1069346203,26.2
5942,Mano Dayak,Niger,WESTERN AFRICA,Start,1098168543,26.2
5943,Moussa Moumouni Djermakoye,Niger,WESTERN AFRICA,C,1032108693,26.2
5944,Abdoulkarim Goukoye,Niger,WESTERN AFRICA,Stub,1100035673,26.2
5945,N’Gadé Nana Hadiza Noma Kaka,Niger,WESTERN AFRICA,Stub,1109517592,26.2
5946,Moussa Seybou Kassey,Niger,WESTERN AFRICA,Stub,1101187586,26.2
5947,Djibo Salamatou Gourouza Magagi,Niger,WESTERN AFRICA,Stub,1104316295,26.2
5948,Karidjo Mahamadou,Niger,WESTERN AFRICA,Start,1008239538,26.2
5949,Ouhoumoudou Mahamadou,Niger,WESTERN AFRICA,Start,1105116087,26.2
5950,Mohamadou Djibrilla Maïga,Niger,WESTERN AFRICA,Stub,908343187,26.2
5951,Issoufou Saidou-Djermakoye,Niger,WESTERN AFRICA,Stub,1051805763,26.2
5952,Issoufou Sidibé,Niger,WESTERN AFRICA,C,1007533517,26.2
5953,Yacouba Sido,Niger,WESTERN AFRICA,Stub,1006373883,26.2
5954,Sadou Soloké,Niger,WESTERN AFRICA,Stub,994723739,26.2
5955,Saloum Traoré,Niger,WESTERN AFRICA,Stub,747227236,26.2
5956,Abdul-Azeez Olajide Adediran,Nigeria,WESTERN AFRICA,Start,1105091914,218.5
5957,Saidu Musa Abdullahi,Nigeria,WESTERN AFRICA,Start,1079931037,218.5
5958,Aliyu Sabi Abdullahi,Nigeria,WESTERN AFRICA,Stub,1077854955,218.5
5959,Mohammed Hassan Abdullahi,Nigeria,WESTERN AFRICA,Start,1110417900,218.5
5960,Abubakar Kabir Abubakar,Nigeria,WESTERN AFRICA,Start,1107155705,218.5
5961,Stephen Makoji Achema,Nigeria,WESTERN AFRICA,Stub,1107399955,218.5
5962,Tajudeen Adeyemi Adefisoye,Nigeria,WESTERN AFRICA,Start,1092316412,218.5
5963,Lateef Adegbite,Nigeria,WESTERN AFRICA,C,1091928046,218.5
5964,Busari Adelakun,Nigeria,WESTERN AFRICA,Start,1103934292,218.5
5965,Adedeji Adeleke,Nigeria,WESTERN AFRICA,Stub,1111696461,218.5
5966,Adelere Adeyemi Oriolowo,Nigeria,WESTERN AFRICA,Start,1115252409,218.5
5967,Rotimi Adelola,Nigeria,WESTERN AFRICA,Start,1103253879,218.5
5968,Adelusi Adeluyi,Nigeria,WESTERN AFRICA,Stub,1114395269,218.5
5969,Azeez Issa Adesiji,Nigeria,WESTERN AFRICA,Stub,1029928326,218.5
5970,Akinwumi Adesina,Nigeria,WESTERN AFRICA,C,1114503005,218.5
5971,Samuel Adesina,Nigeria,WESTERN AFRICA,Stub,1069851870,218.5
5972,Funke Adesiyan,Nigeria,WESTERN AFRICA,Start,1114703719,218.5
5973,"Segun ""Aeroland"" Adewale",Nigeria,WESTERN AFRICA,C,1105668151,218.5
5974,Kola Adewusi,Nigeria,WESTERN AFRICA,Stub,1112858140,218.5
5975,Thomas Aguiyi-Ironsi,Nigeria,WESTERN AFRICA,Stub,1088294556,218.5
5976,Agboola Ajayi,Nigeria,WESTERN AFRICA,C,1112880539,218.5
5977,Michael Ajegbo,Nigeria,WESTERN AFRICA,Start,1104061250,218.5
5978,Kayode Ajulo,Nigeria,WESTERN AFRICA,Start,1105924265,218.5
5979,Christopher Pere Ajuwa,Nigeria,WESTERN AFRICA,C,1103496845,218.5
5980,Funke Akindele,Nigeria,WESTERN AFRICA,C,1113804278,218.5
5981,Janet Akinrinade,Nigeria,WESTERN AFRICA,Start,1011025496,218.5
5982,Hussaini Akwanga,Nigeria,WESTERN AFRICA,Stub,1101221420,218.5
5983,Oloye Akin Alabi,Nigeria,WESTERN AFRICA,C,1104328791,218.5
5984,Timi Alaibe,Nigeria,WESTERN AFRICA,C,1067060967,218.5
5985,Tayo Alasoadura,Nigeria,WESTERN AFRICA,Start,1115557492,218.5
5986,Zainab Abubakar Alman,Nigeria,WESTERN AFRICA,Start,1108994900,218.5
5987,William Nwankwo Alo,Nigeria,WESTERN AFRICA,Start,1104063039,218.5
5988,Temitope Aluko,Nigeria,WESTERN AFRICA,Start,1109269728,218.5
5989,Mbazulike Amaechi,Nigeria,WESTERN AFRICA,Stub,1104063308,218.5
5990,Joseph Oqua Ansa,Nigeria,WESTERN AFRICA,Stub,1096256923,218.5
5991,Chima Anyaso,Nigeria,WESTERN AFRICA,Stub,1104061572,218.5
5992,Benjamin Anyene,Nigeria,WESTERN AFRICA,Start,1090067175,218.5
5993,Dapo Folorunsho Asaju,Nigeria,WESTERN AFRICA,Start,1115360976,218.5
5994,Tony Ene Asuquo,Nigeria,WESTERN AFRICA,Stub,1047329040,218.5
5995,Erastus Awortu,Nigeria,WESTERN AFRICA,Start,1115061533,218.5
5996,Abok Ayuba,Nigeria,WESTERN AFRICA,Stub,1068569275,218.5
5997,Yusuf Datti Baba-Ahmed,Nigeria,WESTERN AFRICA,C,1112527101,218.5
5998,Jibrin Ndagi Baba,Nigeria,WESTERN AFRICA,Stub,1047329055,218.5
5999,Musa Babayo,Nigeria,WESTERN AFRICA,C,1086280570,218.5
6000,Enitan Badru,Nigeria,WESTERN AFRICA,Stub,1086957520,218.5
6001,Hadiza Bala Usman,Nigeria,WESTERN AFRICA,C,1109574116,218.5
6002,Kande Balarabe,Nigeria,WESTERN AFRICA,Stub,1064432631,218.5
6003,Michael Opeyemi Bamidele,Nigeria,WESTERN AFRICA,Start,1100018321,218.5
6004,Richard Bamisile,Nigeria,WESTERN AFRICA,C,1084509214,218.5
6005,Adebayo Johnson Bankole,Nigeria,WESTERN AFRICA,Start,1064432244,218.5
6006,Banky W.,Nigeria,WESTERN AFRICA,C,1113861594,218.5
6007,Mohammed Barkindo,Nigeria,WESTERN AFRICA,C,1112949012,218.5
6008,Sanusi Ado Bayero,Nigeria,WESTERN AFRICA,C,1073462486,218.5
6009,Mohammed Bello-Koko,Nigeria,WESTERN AFRICA,C,1084363053,218.5
6010,Muktar Aliyu Betara,Nigeria,WESTERN AFRICA,C,1090884880,218.5
6011,Ibrahim Mohammed Bomai,Nigeria,WESTERN AFRICA,C,1113321215,218.5
6012,Abdulfatai Buhari,Nigeria,WESTERN AFRICA,Stub,1093648713,218.5
6013,Alhaji Hassan Dalhat,Nigeria,WESTERN AFRICA,Stub,1041777508,218.5
6014,Jake Dan-Azumi,Nigeria,WESTERN AFRICA,Start,1091985434,218.5
6015,Ibrahim Abdullahi Danbaba,Nigeria,WESTERN AFRICA,Start,1019728771,218.5
6016,Abdurrahman Shugaba Darman,Nigeria,WESTERN AFRICA,Start,1067329087,218.5
6017,David Dafinone,Nigeria,WESTERN AFRICA,Start,1082645980,218.5
6018,Sam Dede,Nigeria,WESTERN AFRICA,Start,1114415772,218.5
6019,Biobarakuma Degi,Nigeria,WESTERN AFRICA,Start,1114496753,218.5
6020,Tonto Dikeh,Nigeria,WESTERN AFRICA,C,1113805467,218.5
6021,Dipo Dina,Nigeria,WESTERN AFRICA,Start,1092395420,218.5
6022,Bunmi Dipo Salami,Nigeria,WESTERN AFRICA,C,1049897250,218.5
6023,David Edevbie,Nigeria,WESTERN AFRICA,C,1108032614,218.5
6024,Yul Edochie,Nigeria,WESTERN AFRICA,C,1114472364,218.5
6025,Edwin Clark (politician),Nigeria,WESTERN AFRICA,Start,1080130570,218.5
6026,Bisi Egbeyemi,Nigeria,WESTERN AFRICA,Start,1112876732,218.5
6027,Osagie Ehanire,Nigeria,WESTERN AFRICA,C,1115254714,218.5
6028,Chris Ekiyor,Nigeria,WESTERN AFRICA,Start,1109858012,218.5
6029,Maurice Ekpenyong,Nigeria,WESTERN AFRICA,Stub,1047329498,218.5
6030,Owoidighe Ekpoatai,Nigeria,WESTERN AFRICA,Start,1002808737,218.5
6031,Desmond Elliot,Nigeria,WESTERN AFRICA,C,1113834632,218.5
6032,Uzoma Emenike,Nigeria,WESTERN AFRICA,Start,1086340771,218.5
6033,Ken Erics,Nigeria,WESTERN AFRICA,C,1112370663,218.5
6034,Tunde Eso,Nigeria,WESTERN AFRICA,Start,1081754101,218.5
6035,Effiong Okon Eyo,Nigeria,WESTERN AFRICA,Start,1108885658,218.5
6036,Ezekiel Warigbani,Nigeria,WESTERN AFRICA,Stub,1094421631,218.5
6037,Francis Adenigba Fadahunsi,Nigeria,WESTERN AFRICA,Stub,1073223354,218.5
6038,Femi Falana,Nigeria,WESTERN AFRICA,Start,1108276848,218.5
6039,Ayo Fasanmi,Nigeria,WESTERN AFRICA,Start,1106267573,218.5
6040,Babatunde Fowler,Nigeria,WESTERN AFRICA,Start,1094225887,218.5
6041,Frank Oputa-Otutu,Nigeria,WESTERN AFRICA,Stub,1047328837,218.5
6042,Ismaila Isa Funtua,Nigeria,WESTERN AFRICA,Start,1111899459,218.5
6043,Zakariyau Galadima,Nigeria,WESTERN AFRICA,Stub,1056352619,218.5
6044,Abdullahi Idris Garba,Nigeria,WESTERN AFRICA,Start,1093774496,218.5
6045,Abdullahi Abubakar Gumel,Nigeria,WESTERN AFRICA,Start,1093916763,218.5
6046,Hadi Sirika,Nigeria,WESTERN AFRICA,C,1110889926,218.5
6047,Humphrey Omo-Osagie,Nigeria,WESTERN AFRICA,Start,1067046531,218.5
6048,Gregory Ibe,Nigeria,WESTERN AFRICA,Stub,1113143188,218.5
6049,Chukwuma Frank Ibezim,Nigeria,WESTERN AFRICA,Start,1077872899,218.5
6050,Ibrahim Tako,Nigeria,WESTERN AFRICA,Start,1059703749,218.5
6051,Unyime Idem,Nigeria,WESTERN AFRICA,C,1114220725,218.5
6052,Idris Garba Kareka,Nigeria,WESTERN AFRICA,Start,1099708292,218.5
6053,Eric Kelechi Igwe,Nigeria,WESTERN AFRICA,Stub,1094399944,218.5
6054,S.G. Ikoku,Nigeria,WESTERN AFRICA,C,1079982142,218.5
6055,Nkechi Ikpeazu,Nigeria,WESTERN AFRICA,Start,1092284105,218.5
6056,Terkimbi Ikyange,Nigeria,WESTERN AFRICA,Start,1040999318,218.5
6057,Christopher Imumolen,Nigeria,WESTERN AFRICA,C,1108274158,218.5
6058,Modupe Irele,Nigeria,WESTERN AFRICA,Start,1074572057,218.5
6059,Joseph Itotoh,Nigeria,WESTERN AFRICA,Stub,1112823244,218.5
6060,Agom Jarigbe,Nigeria,WESTERN AFRICA,Start,1103263976,218.5
6061,Manasseh Daniel Jatau,Nigeria,WESTERN AFRICA,Stub,1079757944,218.5
6062,Ibrahim Usman Jibril,Nigeria,WESTERN AFRICA,C,989331595,218.5
6063,Abdulmumin Jibrin,Nigeria,WESTERN AFRICA,C,1113198170,218.5
6064,Sarah Jibrin,Nigeria,WESTERN AFRICA,Stub,1047324003,218.5
6065,Mercy Johnson,Nigeria,WESTERN AFRICA,GA,1114578833,218.5
6066,Ahmad Babba Kaita,Nigeria,WESTERN AFRICA,C,1109333929,218.5
6067,Dauda Kako Are,Nigeria,WESTERN AFRICA,Stub,1111732285,218.5
6068,Onwuka Kalu,Nigeria,WESTERN AFRICA,C,1112470651,218.5
6069,Ayodeji Karim,Nigeria,WESTERN AFRICA,C,1072532374,218.5
6070,Mariam Yalwaji Katagum,Nigeria,WESTERN AFRICA,C,1103670712,218.5
6071,Kingsley Kuku,Nigeria,WESTERN AFRICA,GA,1112576443,218.5
6072,Ahmed Kusamotu,Nigeria,WESTERN AFRICA,Start,1106137169,218.5
6073,Michael Kwanashie,Nigeria,WESTERN AFRICA,C,1100651767,218.5
6074,Titilayo Laoye-Tomori,Nigeria,WESTERN AFRICA,Start,1093913213,218.5
6075,Albert Legogie,Nigeria,WESTERN AFRICA,Stub,1077821329,218.5
6076,Salisu Abubakar Maikasuwa,Nigeria,WESTERN AFRICA,Stub,1091325704,218.5
6077,Ibrahim Makama Misau,Nigeria,WESTERN AFRICA,Stub,1098987784,218.5
6078,Usman Mamman Durkwa,Nigeria,WESTERN AFRICA,Stub,1099266872,218.5
6079,Ibrahim Mantu,Nigeria,WESTERN AFRICA,Stub,1113723372,218.5
6080,Ahmed Marafa,Nigeria,WESTERN AFRICA,Stub,1112349376,218.5
6081,Badiyya Hassan Mashi,Nigeria,WESTERN AFRICA,Start,1082055929,218.5
6082,Louis Mbanefo,Nigeria,WESTERN AFRICA,C,1113057799,218.5
6083,Sebastian Okechukwu Mezu,Nigeria,WESTERN AFRICA,Start,1104764040,218.5
6084,Bernard Mikko,Nigeria,WESTERN AFRICA,Start,1111960947,218.5
6085,Danladi Mohammed,Nigeria,WESTERN AFRICA,Stub,1052835979,218.5
6086,Janet Nwadiogo Mokelu,Nigeria,WESTERN AFRICA,Start,1057572468,218.5
6087,Abba Moro,Nigeria,WESTERN AFRICA,C,1113730182,218.5
6088,Aliyu Sabiu Muduru,Nigeria,WESTERN AFRICA,Stub,1103649307,218.5
6089,Fati Muhammad,Nigeria,WESTERN AFRICA,Start,1114568372,218.5
6090,Umar Namadi,Nigeria,WESTERN AFRICA,Start,1111888637,218.5
6091,Muhammad Mamman Nami,Nigeria,WESTERN AFRICA,Start,1019730842,218.5
6092,Kemi Nelson,Nigeria,WESTERN AFRICA,Start,1102214912,218.5
6093,Oladele John Nihi,Nigeria,WESTERN AFRICA,Start,1112372004,218.5
6094,Suleiman Oba Nimota,Nigeria,WESTERN AFRICA,Start,1113502742,218.5
6095,Uchechukwu Nnam-Obi,Nigeria,WESTERN AFRICA,Stub,1103264140,218.5
6096,Frank Nneji,Nigeria,WESTERN AFRICA,Start,957094096,218.5
6097,Blessing Nwagba,Nigeria,WESTERN AFRICA,Start,1103741541,218.5
6098,John Nnia Nwodo,Nigeria,WESTERN AFRICA,Start,1087659892,218.5
6099,Oba C. D. Akran,Nigeria,WESTERN AFRICA,Stub,1045699802,218.5
6100,Patrick Obahiagbon,Nigeria,WESTERN AFRICA,Start,1025314884,218.5
6101,Gaius Obaseki,Nigeria,WESTERN AFRICA,Start,1064434243,218.5
6102,Peter Obi,Nigeria,WESTERN AFRICA,B,1114695120,218.5
6103,Sheriff Oborevwori,Nigeria,WESTERN AFRICA,C,1087025384,218.5
6104,Godwin Ogbaga,Nigeria,WESTERN AFRICA,Start,1105916034,218.5
6105,Chigozie Ogbu,Nigeria,WESTERN AFRICA,Stub,1089927435,218.5
6106,Osita Ogbu,Nigeria,WESTERN AFRICA,C,1110380387,218.5
6107,Johnson Oghuma,Nigeria,WESTERN AFRICA,Stub,1073266400,218.5
6108,Chris Ogiemwonyi,Nigeria,WESTERN AFRICA,C,1047329410,218.5
6109,Clem Ohameze,Nigeria,WESTERN AFRICA,Start,1113831244,218.5
6110,Abubakar Sadiku Ohere,Nigeria,WESTERN AFRICA,Start,1110748978,218.5
6111,Sinatu Ojikutu,Nigeria,WESTERN AFRICA,Start,1112934170,218.5
6112,Edward Ikem Okeke,Nigeria,WESTERN AFRICA,Start,1108887049,218.5
6113,J. O. J. Okezie,Nigeria,WESTERN AFRICA,Stub,1108887172,218.5
6114,Kenneth Okonkwo,Nigeria,WESTERN AFRICA,Start,1114479982,218.5
6115,Doyin Okupe,Nigeria,WESTERN AFRICA,GA,1106135595,218.5
6116,Alabi Hassan Olajoku,Nigeria,WESTERN AFRICA,C,1106583214,218.5
6117,Ali Olanusi,Nigeria,WESTERN AFRICA,Start,1094886992,218.5
6118,Raheem Olawuyi,Nigeria,WESTERN AFRICA,Stub,1104484269,218.5
6119,Funmilayo Olayinka,Nigeria,WESTERN AFRICA,C,1106156108,218.5
6120,Folake Olunloyo,Nigeria,WESTERN AFRICA,Stub,1081273511,218.5
6121,Evelyn Omavowan Oboro,Nigeria,WESTERN AFRICA,Stub,1064434740,218.5
6122,Adedayo Omolafe,Nigeria,WESTERN AFRICA,Start,1092314183,218.5
6123,Emmanuel Onwe,Nigeria,WESTERN AFRICA,C,1082543742,218.5
6124,D. K. Onwenu,Nigeria,WESTERN AFRICA,Stub,1095888816,218.5
6125,Onyeka Onwenu,Nigeria,WESTERN AFRICA,C,1115010468,218.5
6126,Nkeiruka Onyejeocha,Nigeria,WESTERN AFRICA,C,1104061089,218.5
6127,Wenike Opurum Briggs,Nigeria,WESTERN AFRICA,C,1100145330,218.5
6128,Kayode Otitoju,Nigeria,WESTERN AFRICA,Start,1113558048,218.5
6129,Luqman Oyebisi Ilaka,Nigeria,WESTERN AFRICA,C,1066659664,218.5
6130,Gboyega Oyetola,Nigeria,WESTERN AFRICA,C,1113490954,218.5
6131,Amal Pepple,Nigeria,WESTERN AFRICA,Start,1059940944,218.5
6132,R.B.K. Okafor,Nigeria,WESTERN AFRICA,Stub,1058539988,218.5
6133,Rukayya Dawayya,Nigeria,WESTERN AFRICA,Start,1103430602,218.5
6134,Saliu Mustapha,Nigeria,WESTERN AFRICA,Start,1100916086,218.5
6135,Thompson Salubi,Nigeria,WESTERN AFRICA,Start,1080955438,218.5
6136,Yakubu Yakson Sanda,Nigeria,WESTERN AFRICA,Stub,1063751976,218.5
6137,Yabagi Sani,Nigeria,WESTERN AFRICA,Start,1092063743,218.5
6138,Sanusi Ohiare,Nigeria,WESTERN AFRICA,C,1097531047,218.5
6139,Mamman Shata,Nigeria,WESTERN AFRICA,C,1108883221,218.5
6140,Garba Shehu,Nigeria,WESTERN AFRICA,C,1108878746,218.5
6141,Mustapha Baba Shehuri,Nigeria,WESTERN AFRICA,Stub,1103264253,218.5
6142,Terhemba Shija,Nigeria,WESTERN AFRICA,Stub,1065302065,218.5
6143,Moses Shipi,Nigeria,WESTERN AFRICA,Start,1086280374,218.5
6144,Kunle Soname,Nigeria,WESTERN AFRICA,Stub,1077158463,218.5
6145,Otunba Fatai Sowemimo,Nigeria,WESTERN AFRICA,Start,1101390301,218.5
6146,Omoyele Sowore treason charges,Nigeria,WESTERN AFRICA,C,1100045584,218.5
6147,Olaokun Soyinka,Nigeria,WESTERN AFRICA,Start,1109993658,218.5
6148,Abubakar Y. Suleiman,Nigeria,WESTERN AFRICA,Stub,1062361247,218.5
6149,Abdullahi Aliyu Sumaila,Nigeria,WESTERN AFRICA,GA,1108477551,218.5
6150,Timipre Sylva,Nigeria,WESTERN AFRICA,C,1090809642,218.5
6151,Nkiru Sylvanus,Nigeria,WESTERN AFRICA,C,1112669416,218.5
6152,Ibrahim Tahir,Nigeria,WESTERN AFRICA,Start,1072093102,218.5
6153,Ibrahim Talba,Nigeria,WESTERN AFRICA,C,1092801107,218.5
6154,Oshodi Tapa,Nigeria,WESTERN AFRICA,C,1085633163,218.5
6155,Titus Uba,Nigeria,WESTERN AFRICA,Start,1023158350,218.5
6156,S. K. E. Udeh-Okoye,Nigeria,WESTERN AFRICA,Start,1085443459,218.5
6157,Charles Udoh,Nigeria,WESTERN AFRICA,Start,1106445497,218.5
6158,Bob-Manuel Udokwu,Nigeria,WESTERN AFRICA,Start,1112400971,218.5
6159,Akolisa Ufodike,Nigeria,WESTERN AFRICA,Start,1045888715,218.5
6160,Suleiman Sadiq Umar,Nigeria,WESTERN AFRICA,Stub,1103264279,218.5
6161,Laz Unaogu,Nigeria,WESTERN AFRICA,Start,1108881048,218.5
6162,Mariatu Bala Usman,Nigeria,WESTERN AFRICA,Stub,1112774806,218.5
6163,Musa Usman,Nigeria,WESTERN AFRICA,Stub,1097050471,218.5
6164,Edwin C.O. Uzor,Nigeria,WESTERN AFRICA,Stub,1022898029,218.5
6165,Ebikabowei Victor-Ben,Nigeria,WESTERN AFRICA,Start,1108883243,218.5
6166,Francis E. Waive,Nigeria,WESTERN AFRICA,Start,1089214150,218.5
6167,John Wash Pam,Nigeria,WESTERN AFRICA,Stub,1034798040,218.5
6168,Abdullahi Wuse,Nigeria,WESTERN AFRICA,Stub,1104230028,218.5
6169,Yahaya Madawaki,Nigeria,WESTERN AFRICA,C,1112041707,218.5
6170,Yakubu Umar Barde,Nigeria,WESTERN AFRICA,Stub,1100297094,218.5
6171,Musa Yar'Adua,Nigeria,WESTERN AFRICA,Start,1094903117,218.5
6172,Binos Dauda Yaroe,Nigeria,WESTERN AFRICA,C,1115109696,218.5
6173,Yusuf Adamu Gagdi,Nigeria,WESTERN AFRICA,Stub,1110903863,218.5
6174,Amina Zakari,Nigeria,WESTERN AFRICA,C,1101009824,218.5
6175,Zanna Bukar Dipcharima,Nigeria,WESTERN AFRICA,Start,1097296174,218.5
6176,Zubby Michael,Nigeria,WESTERN AFRICA,C,1113919406,218.5
6177,Vangel Ajanovski-Oče,North Macedonia,SOUTHERN EUROPE,Stub,1109721261,1.8
6178,Metodija Andonov-Čento,North Macedonia,SOUTHERN EUROPE,C,1102387252,1.8
